"dr_no","date_rptd","date_occ","time_occ","area","area_name","rpt_dist_no","part_1_2","crm_cd","crm_cd_desc","mocodes","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","weapon_used_cd","weapon_desc","status","status_desc","crm_cd_1","crm_cd_2","crm_cd_3","crm_cd_4","location","cross_street","lat","lon"
"221222580","2022-10-30T00:00:00.000","2020-06-01T00:00:00.000","1500","12","77th Street","1267","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","0913 0416 1258 0553","10","F","B","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","627",,,,"800 W  83RD                         ST",,"33.9636","-118.2871"
"221418375","2022-10-30T00:00:00.000","2020-10-30T00:00:00.000","2025","14","Pacific","1458","2","624","BATTERY - SIMPLE ASSAULT","0400 0342 0444","23","F","H","103","ALLEY","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624",,,,"4900 S  SLAUSON                      AV",,"33.9949","-118.4089"
"231812149","2023-06-19T00:00:00.000","2020-12-24T00:00:00.000","0955","18","Southeast","1822","2","354","THEFT OF IDENTITY","1202 0100 1822 0930","76","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"100 W  98TH                         ST",,"33.9472","-118.2739"
"211410751","2021-04-30T00:00:00.000","2020-06-12T00:00:00.000","0930","14","Pacific","1438","2","354","THEFT OF IDENTITY","1501","30","F","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"3700    VETERAN                      AV",,"0","0"
"211106748","2021-03-21T00:00:00.000","2020-01-01T00:00:00.000","1200","11","Northeast","1107","2","354","THEFT OF IDENTITY","0930 1822","50","F","F","710","OTHER PREMISE",,,"IC","Invest Cont","354",,,,"1500    OAK GROVE                    DR",,"34.1312","-118.1997"
"220106363","2022-02-10T00:00:00.000","2020-10-01T00:00:00.000","0300","01","Central","0132","1","121","RAPE, FORCIBLE","0913 1802 1206 0532 0510 0519 0507 0527 1402","31","F","W","503","HOTEL","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","121",,,,"200 S  OLIVE                        ST",,"34.0535","-118.2491"
"221217696","2022-08-13T00:00:00.000","2020-12-01T00:00:00.000","1605","12","77th Street","1258","2","354","THEFT OF IDENTITY","0100 0930 1822","56","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"100 E  73RD                         ST",,"33.9738","-118.2739"
"220414491","2022-10-20T00:00:00.000","2020-10-19T00:00:00.000","2000","04","Hollenbeck","0442","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"1000    LORD                         ST",,"34.0577","-118.2134"
"221612433","2022-09-15T00:00:00.000","2020-12-03T00:00:00.000","0800","16","Foothill","1672","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 1402","74","M","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","341","998",,,"11800    PEORIA                       ST",,"34.2312","-118.3903"
"200207955","2020-03-19T00:00:00.000","2020-03-19T00:00:00.000","0130","02","Rampart","0236","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"1900    MIRAMAR                      ST",,"34.0632","-118.2693"
"230108364","2023-03-08T00:00:00.000","2020-12-16T00:00:00.000","1850","01","Central","0166","2","354","THEFT OF IDENTITY","0928","43","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"600    WALL                         ST",,"34.0435","-118.2471"
"231205719","2023-01-30T00:00:00.000","2020-04-07T00:00:00.000","1259","12","77th Street","1243","2","354","THEFT OF IDENTITY","0100 0928","20","F","O","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"6200 S  DENKER                       AV",,"33.979","-118.3112"
"220220118","2022-11-12T00:00:00.000","2020-11-12T00:00:00.000","0001","02","Rampart","0261","2","354","THEFT OF IDENTITY","0100","44","F","O","710","OTHER PREMISE",,,"IC","Invest Cont","354",,,,"2200 W  8TH                          ST",,"34.0554","-118.2789"
"221209255","2022-03-24T00:00:00.000","2020-08-28T00:00:00.000","1325","12","77th Street","1251","2","354","THEFT OF IDENTITY","0930 0922","46","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"6700    BRYNHURST                    AV",,"33.9781","-118.3338"
"221704329","2022-01-03T00:00:00.000","2020-06-05T00:00:00.000","1510","17","Devonshire","1775","2","354","THEFT OF IDENTITY","1822","42","F","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"9200    ENCINO                       AV",,"34.2377","-118.5156"
"221913658","2022-08-24T00:00:00.000","2020-03-03T00:00:00.000","0001","19","Mission","1902","2","354","THEFT OF IDENTITY",,"41","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"13300    DRONFIELD                    AV",,"34.3129","-118.4438"
"221806506","2022-02-25T00:00:00.000","2020-08-01T00:00:00.000","1120","18","Southeast","1864","2","354","THEFT OF IDENTITY","1822 0929","24","F","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"800 E  116TH                        ST",,"33.9292","-118.2604"
"212009203","2021-05-15T00:00:00.000","2020-12-05T00:00:00.000","0730","20","Olympic","2069","2","900","VIOLATION OF COURT ORDER","0913 2000","43","M","H","726","POLICE FACILITY",,,"AO","Adult Other","900",,,,"1100 S  VERMONT                      AV",,"34.0499","-118.2879"
"230208100","2023-03-26T00:00:00.000","2020-01-12T00:00:00.000","1300","02","Rampart","0266","2","354","THEFT OF IDENTITY","1822 0100","31","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"700 S  UNION                        AV",,"34.0531","-118.2738"
"231505784","2023-02-13T00:00:00.000","2020-10-14T00:00:00.000","2000","15","N Hollywood","1544","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","0400 2000 1243","34","F","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","626",,,,"5100    LAUREL CANYON                BL",,"34.1613","-118.4008"
"221404692","2022-01-15T00:00:00.000","2020-11-01T00:00:00.000","0001","14","Pacific","1431","2","886","DISTURBING THE PEACE","1501","56","M","W","101","STREET",,,"AO","Adult Other","886",,,,"MAIN                         ST","CLUBHOUSE                    AV","33.988","-118.4703"
"241804050","2024-01-01T00:00:00.000","2020-04-01T00:00:00.000","1506","18","Southeast","1824","2","354","THEFT OF IDENTITY","0930 1822","30","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"9300 S  CENTRAL                      AV",,"33.9518","-118.2554"
"240904134","2024-01-04T00:00:00.000","2020-03-01T00:00:00.000","0900","09","Van Nuys","0926","2","901","VIOLATION OF RESTRAINING ORDER","2038 1501","30","F","O","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","901",,,,"6700    MURIETTA                     AV",,"34.1917","-118.4389"
"231806065","2023-02-06T00:00:00.000","2020-01-01T00:00:00.000","1200","18","Southeast","1827","2","813","CHILD ANNOYING (17YRS & UNDER)","0913 1251 1258 0510","11","F","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","813",,,,"10100    WILMINGTON                   AV",,"33.9446","-118.2391"
"220508966","2022-05-09T00:00:00.000","2020-10-28T00:00:00.000","0815","05","Harbor","0513","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1906","35","F","H","501","SINGLE FAMILY DWELLING",,,"AA","Adult Arrest","956",,,,"25000    FRAMPTON                     AV",,"33.7978","-118.2999"
"222106102","2022-02-25T00:00:00.000","2020-12-13T00:00:00.000","1430","21","Topanga","2156","2","354","THEFT OF IDENTITY","1822 0377","-1","M","W","101","STREET",,,"IC","Invest Cont","354",,,,"6600    TOPANGA CANYON               BL",,"34.1904","-118.6059"
"221419817","2022-11-02T00:00:00.000","2020-12-04T00:00:00.000","1005","14","Pacific","1469","2","354","THEFT OF IDENTITY","0100","22","F","B","504","OTHER RESIDENCE",,,"IC","Invest Cont","354",,,,"6900    KNOWLTON                     PL",,"33.975","-118.3713"
"210117309","2021-09-22T00:00:00.000","2020-10-21T00:00:00.000","1200","01","Central","0155","2","845","SEX OFFENDER REGISTRANT OUT OF COMPLIANCE","1501 2021","0","M","O","725","GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,"IC","Invest Cont","845",,,,"200 E  6TH                          ST",,"34.0448","-118.2474"
"220206927","2022-03-08T00:00:00.000","2020-11-01T00:00:00.000","0001","02","Rampart","0236","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","1822 0443 0432","37","F","W","501","SINGLE FAMILY DWELLING","511","VERBAL THREAT","IC","Invest Cont","930",,,,"1900 W  COURT                        ST",,"34.0682","-118.2663"
"231611191","2023-08-17T00:00:00.000","2020-03-01T00:00:00.000","1200","16","Foothill","1642","2","354","THEFT OF IDENTITY","1202 1822","65","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"10100    HADDON                       AV",,"34.2537","-118.421"
"231512148","2023-07-12T00:00:00.000","2020-01-01T00:00:00.000","1545","15","N Hollywood","1548","2","354","THEFT OF IDENTITY","0922 0929 0930 1822","25","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"11000    MAGNOLIA                     BL",,"34.1667","-118.3702"
"221706445","2022-03-08T00:00:00.000","2020-06-05T00:00:00.000","2030","17","Devonshire","1723","2","354","THEFT OF IDENTITY","0928","52","F","V","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"10300    VARIEL                       AV",,"34.2572","-118.5929"
"231207678","2023-03-02T00:00:00.000","2020-05-01T00:00:00.000","0600","12","77th Street","1257","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",,"0",,,"104","DRIVEWAY",,,"IC","Invest Cont","420",,,,"7600 S  FIGUEROA                     ST",,"33.9708","-118.2827"
"210809259","2021-05-12T00:00:00.000","2020-12-12T00:00:00.000","2100","08","West LA","0811","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1906 0514","13","F","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","956",,,,"1600    CHASTAIN PKWY",,"34.0755","-118.5479"
"231709524","2023-05-01T00:00:00.000","2020-02-01T00:00:00.000","0200","17","Devonshire","1747","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","0913 1813 2000 0408 0401","23","F","F","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","236",,,,"16900    BLACKHAWK                    ST",,"34.2589","-118.5006"
"232112798","2023-08-11T00:00:00.000","2020-08-11T00:00:00.000","1755","21","Topanga","2146","2","354","THEFT OF IDENTITY","1822 0917 0929 0930 0923","45","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"6900    OWENSMOUTH                   AV",,"34.1956","-118.6015"
"221611892","2022-08-26T00:00:00.000","2020-04-15T00:00:00.000","1200","16","Foothill","1605","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","0913 1814 0515","13","F","W","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","815",,,,"11600    GLADSTONE                    AV",,"34.2808","-118.396"
"220126052","2022-12-08T00:00:00.000","2020-09-27T00:00:00.000","0001","01","Central","0148","2","354","THEFT OF IDENTITY","0930 1822","31","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"600 E  5TH                          ST",,"34.0438","-118.2416"
"221506014","2022-02-20T00:00:00.000","2020-02-17T00:00:00.000","2200","15","N Hollywood","1526","1","510","VEHICLE - STOLEN",,"0",,,"104","DRIVEWAY",,,"AA","Adult Arrest","510",,,,"11500    CALVERT                      ST",,"34.1812","-118.3817"
"221404829","2022-01-18T00:00:00.000","2020-07-16T00:00:00.000","0300","14","Pacific","1487","1","310","BURGLARY","0344","-1","X","X","203","OTHER BUSINESS",,,"IC","Invest Cont","310",,,,"8600 S  SEPULVEDA                    BL",,"33.9598","-118.3962"
"221509250","2022-05-05T00:00:00.000","2020-03-01T00:00:00.000","1200","15","N Hollywood","1585","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0400 0416 0444","33","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","626",,,,"11100    AQUA VISTA                   ST",,"34.145","-118.3725"
"221421185","2022-12-20T00:00:00.000","2020-09-22T00:00:00.000","1200","14","Pacific","1469","2","354","THEFT OF IDENTITY","1822 0930 0929","44","M","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"7100    ALVERN                       ST",,"33.9752","-118.3772"
"211505747","2021-02-15T00:00:00.000","2020-08-16T00:00:00.000","1030","15","N Hollywood","1532","2","354","THEFT OF IDENTITY","0377","28","F","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"5600    LAUREL CANYON                BL",,"34.1797","-118.4014"
"231006812","2023-02-22T00:00:00.000","2020-10-27T00:00:00.000","1945","10","West Valley","1041","1","121","RAPE, FORCIBLE","0527","30","F","W","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","121",,,,"5600    CALVIN                       AV",,"34.1794","-118.5557"
"220204516","2022-01-13T00:00:00.000","2020-08-01T00:00:00.000","1000","02","Rampart","0237","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",,"0",,,"710","OTHER PREMISE",,,"IC","Invest Cont","420",,,,"200    WITMER                       ST",,"34.061","-118.2615"
"222007542","2022-03-23T00:00:00.000","2020-03-22T00:00:00.000","2300","20","Olympic","2014","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","0416 0447 0913 1243 1813 2000","35","M","A","501","SINGLE FAMILY DWELLING","500","UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other","626",,,,"4200 W  1ST                          ST",,"34.0737","-118.3029"
"220117108","2022-07-29T00:00:00.000","2020-12-25T00:00:00.000","1040","01","Central","0147","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","1218 1822 2032 0344","48","F","B","152","UNDERPASS/BRIDGE*",,,"IC","Invest Cont","440",,,,"300 E  5TH                          ST",,"34.0453","-118.2443"
"231006256","2023-02-27T00:00:00.000","2020-06-02T00:00:00.000","1916","10","West Valley","1088","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1822 0329","50","M","O","108","PARKING LOT",,,"AO","Adult Other","740",,,,"16200    VENTURA                      BL",,"34.1568","-118.4864"
"221218637","2022-07-12T00:00:00.000","2020-08-01T00:00:00.000","1200","12","77th Street","1203","1","310","BURGLARY","0344 0346 1822 0358","38","M","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","310",,,,"5000    DENKER                       AV",,"33.9994","-118.3108"
"231716502","2023-10-12T00:00:00.000","2020-03-10T00:00:00.000","1347","17","Devonshire","1795","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344","37","M","O","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","341",,,,"17200    RAYMER                       ST",,"34.2243","-118.507"
"221517779","2022-11-25T00:00:00.000","2020-10-20T00:00:00.000","2230","15","N Hollywood","1553","2","354","THEFT OF IDENTITY","0930 0928 1822","25","F","W","710","OTHER PREMISE",,,"IC","Invest Cont","354",,,,"4700    BEN                          AV",,"34.1558","-118.3943"
"230206138","2023-02-15T00:00:00.000","2020-05-27T00:00:00.000","1200","02","Rampart","0216","2","354","THEFT OF IDENTITY","0377 1822 0929 0930","46","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"400    CORONADO                     TR",,"34.0721","-118.2723"
"231013475","2023-09-07T00:00:00.000","2020-06-07T00:00:00.000","1020","10","West Valley","1044","2","354","THEFT OF IDENTITY","1822 0922 0929 0925 0930 0928","69","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"18300    HATTERAS                     ST",,"34.1774","-118.5308"
"220515869","2022-11-11T00:00:00.000","2020-11-06T00:00:00.000","1200","05","Harbor","0564","2","354","THEFT OF IDENTITY","0100 0926","26","M","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"200 S  CENTRE                       ST",,"33.7424","-118.2836"
"230612659","2023-07-08T00:00:00.000","2020-06-01T00:00:00.000","0850","06","Hollywood","0622","2","354","THEFT OF IDENTITY","1822 0928","45","M","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"2200    CHELAN                       DR",,"34.113","-118.3473"
"220208449","2022-04-07T00:00:00.000","2020-01-01T00:00:00.000","0800","02","Rampart","0247","2","813","CHILD ANNOYING (17YRS & UNDER)","0913 1817 1251 1258 0510 0522","10","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","813",,,,"400 S  BURLINGTON                   AV",,"34.0605","-118.2695"
"231007020","2023-03-21T00:00:00.000","2020-08-01T00:00:00.000","1200","10","West Valley","1049","1","121","RAPE, FORCIBLE",,"16","F","H","503","HOTEL","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","121",,,,"6300    WOODLEY                      AV",,"34.1822","-118.4836"
"210709140","2021-05-28T00:00:00.000","2020-05-28T00:00:00.000","0045","07","Wilshire","0743","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"5900 W  OLYMPIC                      BL",,"34.0575","-118.3599"
"211505552","2021-02-10T00:00:00.000","2020-12-20T00:00:00.000","1400","15","N Hollywood","1545","1","310","BURGLARY","1601 2004 0344","52","M","W","707","GARAGE/CARPORT",,,"IC","Invest Cont","310",,,,"5100    COLFAX                       AV",,"34.1649","-118.3921"
"231805059","2023-01-17T00:00:00.000","2020-03-15T00:00:00.000","0935","18","Southeast","1841","2","354","THEFT OF IDENTITY","1822 0100 0930 0929","33","M","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"10400 S  HOOVER                       ST",,"33.9423","-118.287"
"220110263","2022-04-13T00:00:00.000","2020-04-30T00:00:00.000","1200","01","Central","0134","2","354","THEFT OF IDENTITY","0930 0377","52","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"300 W  3RD                          ST",,"34.051","-118.248"
"231715837","2023-09-28T00:00:00.000","2020-10-28T00:00:00.000","0800","17","Devonshire","1776","2","662","BUNCO, GRAND THEFT","0913","65","F","W","501","SINGLE FAMILY DWELLING",,,"AA","Adult Arrest","662",,,,"16700    KINZIE                       ST",,"34.2485","-118.4965"
"221810106","2022-04-24T00:00:00.000","2020-11-18T00:00:00.000","0001","18","Southeast","1841","2","845","SEX OFFENDER REGISTRANT OUT OF COMPLIANCE","1822 1501 2021","-1","X","X","726","POLICE FACILITY",,,"IC","Invest Cont","845",,,,"11200    SOUTHWEST                    BL",,"33.9334","-118.2886"
"222107696","2022-04-05T00:00:00.000","2020-04-15T00:00:00.000","1200","21","Topanga","2105","2","354","THEFT OF IDENTITY","0377 1822","61","M","O","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"8400    TOPANGA CANYON               BL",,"34.2224","-118.606"
"231208669","2023-02-16T00:00:00.000","2020-07-20T00:00:00.000","1305","12","77th Street","1256","2","354","THEFT OF IDENTITY","0100 0930 0929 0922","16","F","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"700 W  73RD                         ST",,"33.9736","-118.2858"
"222007966","2022-04-02T00:00:00.000","2020-04-02T00:00:00.000","0010","20","Olympic","2036","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"700 S  CATALINA                     ST",,"34.0598","-118.2954"
"230215957","2023-07-11T00:00:00.000","2020-07-11T00:00:00.000","2255","02","Rampart","0236","2","354","THEFT OF IDENTITY","0100 0928","35","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"100 S  MOUNTAIN VIEW                AV",,"34.0648","-118.2708"
"221912089","2022-07-13T00:00:00.000","2020-01-04T00:00:00.000","1100","19","Mission","1916","2","810","SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ","0527 2024 1814 0533 0913 1258","14","F","O","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","810",,,,"UNKNOWN","UNKNOWN","34.306","-118.4413"
"211605013","2021-02-03T00:00:00.000","2020-12-18T00:00:00.000","1105","16","Foothill","1664","2","354","THEFT OF IDENTITY","1822","36","F","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"9700    SAN FERNANDO                 RD",,"34.2471","-118.401"
"200112598","2020-06-01T00:00:00.000","2020-05-30T00:00:00.000","0030","01","Central","0153","1","310","BURGLARY","1609 0344","0","M","W","201","JEWELRY STORE",,,"AA","Adult Arrest","310",,,,"600 S  BROADWAY",,"34.0467","-118.252"
"220511322","2022-06-29T00:00:00.000","2020-03-01T00:00:00.000","1200","05","Harbor","0587","2","439","FALSE POLICE REPORT","1501","40","F","H","501","SINGLE FAMILY DWELLING",,,"AO","Adult Other","439",,,,"2600 S  PECK                         AV",,"33.7206","-118.2916"
"222116012","2022-10-28T00:00:00.000","2020-08-12T00:00:00.000","0001","21","Topanga","2114","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,"21","F","B","501","SINGLE FAMILY DWELLING",,,"AO","Adult Other","956",,,,"7600    RUDNICK                      AV",,"34.2086","-118.6121"
"221607970","2021-12-28T00:00:00.000","2020-10-15T00:00:00.000","1340","16","Foothill","1622","2","354","THEFT OF IDENTITY",,"32","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"10900    EL DORADO                    AV",,"34.2677","-118.4269"
"222007501","2022-03-11T00:00:00.000","2020-03-11T00:00:00.000","1425","20","Olympic","2033","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","1822 0344","-1","X","X","248","CELL PHONE STORE",,,"IC","Invest Cont","442",,,,"3700    WILSHIRE                     BL",,"34.0617","-118.3066"
"221411380","2022-05-24T00:00:00.000","2020-01-01T00:00:00.000","2040","14","Pacific","1428","2","354","THEFT OF IDENTITY","1822","31","F","H","602","BANK",,,"IC","Invest Cont","354",,,,"3200    OVERLAND                     AV",,"34.0265","-118.4184"
"232017254","2023-10-18T00:00:00.000","2020-08-23T00:00:00.000","0001","20","Olympic","2023","2","354","THEFT OF IDENTITY","1822 0100 0344 0929 0930 0928","56","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"400 S  KINGSLEY                     DR",,"34.0672","-118.3028"
"222115665","2022-10-20T00:00:00.000","2020-11-18T00:00:00.000","1200","21","Topanga","2187","2","354","THEFT OF IDENTITY","1822 0917","38","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"21700    VENTURA                      BL",,"34.1683","-118.6007"
"230604864","2023-01-23T00:00:00.000","2020-01-01T00:00:00.000","0001","06","Hollywood","0659","1","121","RAPE, FORCIBLE","1268 0361 0400 0500 1202 2033 0913 2021","62","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","121",,,,"1300 N  SERRANO                      AV",,"34.095","-118.307"
"221718329","2022-12-26T00:00:00.000","2020-06-01T00:00:00.000","1200","17","Devonshire","1793","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","0500 0913 1801 1258 0522 0515 0551","8","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","812","815",,,"19000    BRYANT                       ST",,"34.2272","-118.5471"
"221715853","2022-11-09T00:00:00.000","2020-08-15T00:00:00.000","2359","17","Devonshire","1795","2","860","BATTERY WITH SEXUAL CONTACT","1258 0522 0500 0360 0602 0913","11","F","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","860",,,,"17900    ROSCOE                       BL",,"34.2248","-118.5151"
"221418374","2022-10-30T00:00:00.000","2020-10-30T00:00:00.000","2025","14","Pacific","1458","2","624","BATTERY - SIMPLE ASSAULT","0400 0416","22","M","H","103","ALLEY","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624",,,,"5000 S  SLAUSON                      AV",,"33.9943","-118.408"
"222111399","2022-07-07T00:00:00.000","2020-08-21T00:00:00.000","0001","21","Topanga","2148","2","901","VIOLATION OF RESTRAINING ORDER","2038 2000","26","F","H","501","SINGLE FAMILY DWELLING",,,"AA","Adult Arrest","901",,,,"20200    HARTLAND                     ST",,"34.1947","-118.5737"
"230307948","2023-02-28T00:00:00.000","2020-03-28T00:00:00.000","0745","03","Southwest","0396","2","354","THEFT OF IDENTITY","0100 0930 1822","23","M","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"900 W  41ST                         ST",,"34.0092","-118.29"
"220709413","2022-03-10T00:00:00.000","2020-01-20T00:00:00.000","2359","07","Wilshire","0743","1","121","RAPE, FORCIBLE","1206 0408 0513 0913 0448 0527 0444 2002 2000 1814","22","F","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","121",,,,"6000    WILSHIRE                     BL",,"34.0627","-118.3593"
"231109198","2023-05-20T00:00:00.000","2020-01-01T00:00:00.000","1235","11","Northeast","1176","2","354","THEFT OF IDENTITY","0100 1822","27","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"2300    FERNLEAF                     ST",,"34.0875","-118.2319"
"200905707","2020-02-08T00:00:00.000","2020-02-07T00:00:00.000","2000","09","Van Nuys","0939","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"AO","Adult Other","510",,,,"AETNA","ATOLL","34.1803","-118.4204"
"220910848","2022-06-27T00:00:00.000","2020-10-30T00:00:00.000","1105","09","Van Nuys","0909","2","354","THEFT OF IDENTITY","1822","59","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"7500    WOODMAN                      PL",,"34.2071","-118.4298"
